BORDERLANDS 4 — ACTOR NAME CATALOG
Actor file (gbxactor code) ↔ in-game display name
Generated: 2026-07-30T20:11:26.302Z
Source: references/bl4_toolbox_export/ncs/json
Total actors: 1376

Format:
  Char_* code                                   In-game name  (notes)
  Char_ThresherRancher_Male                     Ivan  (balance Rancher_Male)
  Char_CatYoung                                 Juvenile Mangler  (balance Young)
  Char_Cat_CattieCrew_Kiki                      Kiki
  Char_Phalanx_OrdiniteInfused_PearlGearGen     King Crosis  (balance Phalanx_OrdiniteInfused_PearlGearGen)
  Char_Phalanx_OrdiniteInfused_PearlGearGenTutorial  King Crosis  (balance Phalanx_OrdiniteInfused_PearlGearGen)
  Char_BatDiver                                 Kisselwing Kratch  (balance Diver)
  Char_BatDiver_Guardian                        Kisselwing Kratch  (balance Diver)
  Char_KOTO_PsychoBasic_GrassBoss               KOTO Psycho Basic Grass Boss  (balance KOTO_PsychoBasic)
  Char_KOTO_PsychoBasic4Arm_GrassBoss           KOTO Psycho Basic4Arm Grass Boss  (balance KOTO_PsychoBasic4Arm)
  Char_KOTO_SoldierAR_GrassBoss                 KOTO Soldier AR Grass Boss  (balance None)
  Char_KOTO_StrikerBasic_GrassBoss              KOTO Striker Basic Grass Boss  (balance KOTO_StrikerBasic)
  Char_KraggonBasic                             Kraggon (spawn Char_KraggonBasic instead)  (balance Basic)
  Char_KraggonBasic_BossAdd                     Kraggon Basic Boss Add  (balance KraggonBossAdd)
  Char_Kraggon_Blaster                          Kraggon Blaster  (balance Blaster)
  Char_Kraggon_Blaster_BossAdd                  Kraggon Blaster Boss Add  (balance KraggonBossAdd)
  Char_Kraggon_Fuse                             Kraggon Fuse
  Char_Kraggon_Loot                             Kraggon Loot  (balance Loot)
  Char_Kraggon_Mini_BossAdd                     Kraggon Mini Boss Add  (balance KraggonMiniBossAdd)
  Char_Kraggon_PureEridium_Named                Kraggon Pure Eridium Named  (balance Eridium)
  Char_Kraggon_SHARED                           Kraggon SHARED
  Char_Kraggon_Slammer                          Kraggon Slammer  (balance Slammer)
  Char_KraggonWallChump                         Kraggon Wall Chump
  Char_Kraggon_Kraggula                         Kraggula  (balance Vampire)
  Char_BatBasic                                 Kratch  (balance Basic)
  Char_BatBasic_Guardian                        Kratch  (balance Basic)
  Char_BatManaWingsOnly                         Kratch  (balance Basic)
  Char_PsychoKratchman                          Kratchman  (balance PsychoKratchman)
  Char_MeatheadLauncher                         Launcher Meathead  (balance Basic)
  Char_Leader_SHARED                            Leader (spawn Char_LeaderBasic instead)
  Char_LeaderBoss_Raid2                         Leader Boss Raid2  (balance LeaderBossRaid2)
  Char_Leader_SideShatter_Boss_Electi           Leader Electi  (balance SideShatterlands_Electi)
  Char_LeaderFallen                             Leader Fallen  (balance LeaderFallen)
  Char_SpiderLegs_Shooter                       Legs McBangBang  (balance GunRunner)
  Char_GunToter_Shatter2_Lemmy                  Lemmy
  Char_Psycho_HovercartRiderDuo                 Li'l Grunt
  Char_IceHandTrap_MountBoss_SHARED             Lictor's Fist  (balance PhaseTraps)
  Char_MountBoss_Limbs_Left                     Lictor's Limb  (balance Limbs)
  Char_GruntWimpy                               Lieutenant Wimpy  (balance BossAdd)
  Char_Robo_Totem_LightningRod                  Lightning Rod Totem
  Char_SoldierPistol                            Lightweight Armature  (balance Pistol)
  Char_PsychoSlugger_Male                       Linedriver  (balance Slugger)
  Char_Drone_MotherBase_BossAdd                 Locust Gas Canister Witness  (balance BossAdd)
  Char_CatLogan                                 Logan
  Char_MeatheadLoot                             Loot 'Head  (balance Loot)
  Char_CreepLoot                                Loot Creep  (balance Loot)
  Char_Kraggon_Badass                           Loot Kraggon  (balance Badass)
  Char_BatLoot                                  Loot Kratch  (balance Loot)
  Char_CatLoot                                  Loot Mangler  (balance Loot)
  Char_PsychoLoot                               Loot Psycho  (balance Loot)
  Char_ThresherLoot                             Loot Thresher  (balance Loot)
  Char_GunToterLoot_Male                        Loot-Toter  (balance Loot)
  Char_ScavPsychoBasic                          Lunatic  (balance Basic)
  Char_ScavPsychoSmall                          Lunatic  (balance Small)
  Char_Leader_Bunker_Boss_CloningClone          Major Rendition  (balance Bunker_Boss_CloningClone)
  Char_CatAdult                                 Mangler  (balance Adult)
  Char_BeastCalf_FriendlyMason                  Mason
  Char_CatMearth                                Mearth  (balance Mine_Boss_StealthPredator)
  Char_MeatHead_AirshipAmbush                   Meat Head Airship Ambush  (balance MeatheadAirship)
  Char_MeatHead_AirshipAmbushRocket             Meat Head Airship Ambush Rocket  (balance MeatheadAirship)
  Char_MeatHead_MiniMeatheadBomb                Meat Head Mini Meathead Bomb
  Char_MeatHead_MiniMeatheadRider               Meat Head Mini Meathead Rider
  Char_MeatHead_MiniMeatheadRocket              Meat Head Mini Meathead Rocket
  Char_MeatHead_OrdiniteInfused_Clone           Meat Head Ordinite Infused Clone  (balance Meathead_Clone)
  Char_Meathead_Electi_MeatMeat                 Meat Meat
  Char_MeatHead_MiniMeathead                    Meatball  (balance MiniMeatheadRider)
  Char_MeatheadBasic                            Meathead  (balance Basic)
  Char_MeatHead_SHARED                          Meathead (spawn Char_MeatheadBasic instead)
  Char_Meathead_OrdiniteInfused                 Meathead Ordinite Infused  (balance Meathead_OrdiniteInfused)
  Char_Mech_DroneCaptain_Hologram               Mech Drone Captain Hologram  (balance Bunker_DroneCaptain)
  Char_GunShipTank                              Menacer  (balance Tank)
  Char_DefectSuicide_MercenaryDay_BossAdd       Mercenary Day Defect  (balance DefectSynth)
  Char_Striker_Bunker_Boss_SplitterClone        Mimicron  (balance Bunker_Boss_SplitterClone)
  Char_SpiderLegs_Suicide                       Minecrawler  (balance Suicide)
  Char_Robo_Totem_Draining_Mini                 Mini Draining Totem
  Char_Robo_Totem_Flame_Mini                    Mini Flame Totem
  Char_Robo_Totem_Frozen_Mini                   Mini Frozen Totem
  Char_Kraggon_Mini                             Minister Screw  (balance Mini)
  Char_CatYoung_FriendlyMirage                  Mirage
  Char_CatStalker                               Mirage Mangler  (balance Stalker)
  Char_MissionsTurret_ChaingunAttachable        Missions Turret Chaingun Attachable
  Char_Scav_Turret_Chaingun                     Moon Blaster  (balance ScavChaingun)
  Char_Robo_Totem_Mortar                        Mortar Totem
  Char_MountBoss_Limbs_Right                    MountBoss_Limbs (spawn Char_MountBoss_LimbsBasic instead)  (balance LimbsShooter)
  Char_GunToter_PlotShatter3_MudMouth           Mud Mouth  (balance PlotShatter3_MudMouth)
  Char_Cat_CattieCrew_Nabuchodonosor            Nabuchodonosor
  Char_GunToter_HerOwnFuneral_Naheli            Naheli  (balance MicroShatter_HerOwnFuneral)
  Char_Cat_CattieCrew_Nausicaa                  Nausicaa
  Char_Splice_SHARED                            Not Spawnable Splice (spawn Char_SpliceBasic instead)
  Char_SpliceSpider_ShatterBoss                 Not Spawnable Splice (spawn Char_SpliceBasic instead)
  Char_Phalanx_SHARED                           Not Spawnable: Use Char_PhalanxBasic or Char_PhalanxMelee
  Char_PsychoBasic4Arm_Male                     Notomelic Psycho  (balance Basic4Arm)
  Char_MeatHead_Numba1                          Numba One  (balance Numba1)
  Char_OldThrash_BossRift                       Old Thrash Boss Rift
  Char_StrikerWard                              Oppression Engine  (balance Ward)
  Char_GruntMount3                              Orbulus  (balance Mount3)
  Char_Eyeball                                  Order Ocular Observer  (balance Eyeball)
  Char_CreepOre                                 Ore Creep  (balance Ore)
  Char_Thresher_EldritchTentacle                Outer Breach
  Char_ScavOutlawBasic                          Outlaw  (balance Basic)
  Char_OverKeeper                               Over Keeper  (balance None)
  Char_Keeper_Raid2                             OverKeeper  (balance Keeper)
  Char_GruntAssault                             Overwartchman  (balance Assault)
  Char_PangolinMount                            Pango Mount  (balance Mount)
  Char_PangolinBasic                            Pangolin  (balance Basic)
  Char_PangolinBaby                             Pangolin Baby  (balance PangoPup_Scared)
  Char_PangolinBaby_Aggressive                  Pangolin Baby Aggressive  (balance PangoPup_Aggressive)
  Char_PangolinBaby_BossAdd                     Pangolin Baby Boss Add  (balance PangoPup_Scared)
  Char_PangolinSpinner                          Pangolin Cyclone  (balance Spinner)
  Char_PangolinImpaler                          Pangolin Impaler  (balance Impaler)
  Char_PangolinScavenger                        Pangolin Raptor  (balance Scavenger)
  Char_Pangolin_SHARED                          Pangolin SHARED
  Char_GunToter_Cure_Pistol                     Party Plinker
  Char_GunToter_Cure_SMG                        Party Ripper
  Char_CreepShooter                             Peashooter Creep  (balance Basic)
  Char_DahlGrunt_DroneCaptainBase_Holo          Penitent Steel Drone  (balance Bunker_DroneCaptainHolo)
  Char_GunShipBadass                            Persecutor  (balance Badass)
  Char_Kraggon_Roller                           Perturbalon  (balance Roller)
  Char_Leader_Vault_Grass_Corrupt               Perturbalon
  Char_TED_SideMount_PEW                        Pew  (balance SideMount_PEW)
  Char_TED_SideMount_PEW2                       PEWPEW  (balance SideMount_PEW2)
  Char_PhalanxBasic                             Phalanx  (balance Basic1)
  Char_PhalanxMeleeBadass                       Phalanx Melee Badass
  Char_PhalanxMeleeBadassAlwaysFrenzied         Phalanx Melee Badass Always Frenzied
  Char_PhalanxRangedBadass                      Phalanx Ranged Badass
  Char_PhalanxRangedBadassAlwaysFrenzied        Phalanx Ranged Badass Always Frenzied
  Char_PhalanxWreck                             Phalanx Wreck  (balance Wreck)
  Char_Guntoter_MeatheadJockey                  Piggyback Bandit  (balance MeatheadRiderAdd)
  Char_BruteMini                                Pinhead  (balance Mini)
  Char_PipeSynth                                Pipe Synth  (balance None)
  Char_Psycho_PBJ                               PJ
  Char_PLD_ForgeWeapon_Axe_Fire                 PLD Forge Weapon Axe Fire
  Char_PLD_ForgeWeapon_Axe_Frost                PLD Forge Weapon Axe Frost
  Char_PLD_ForgeWeapon_Hammer_Ordained          PLD Forge Weapon Hammer Ordained
  Char_GunToterPistol_Male                      Plinker  (balance Pistol)
  Char_Exo_AutoTurret_Base                      Portable Supply Depot Turret
  Char_Thresher_Prime_Named                     Prime
  Char_PrisonBuddyBoss_Runnable                 Prison Buddy Boss Runnable  (balance PrisonBuddy_Runnable)
  Char_Cat_CattieCrew_Professeur                Professeur
  Char_StrikerGuard                             Protection Engine  (balance Guard)
  Char_Robo_Totem_Protector                     Protector Totem
  Char_Scav_Bot_BossAdd                         Psych0-Bot  (balance Bot)
  Char_PsychoBasic_Male                         Psycho  (balance Basic)
  Char_Psycho_SHARED                            Psycho (spawn Char_PsychoBasic instead)
  Char_PsychoAuger                              Psycho Auger
  Char_PsychoBasic                              Psycho Basic
  Char_PsychoBasic_BossAddFemale                Psycho Basic Boss Add Female  (balance BossAdd)
  Char_PsychoBasic_BossAddMale                  Psycho Basic Boss Add Male  (balance BossAdd)
  Char_PsychoBasic_BossAdds                     Psycho Basic Boss Adds
  Char_PsychoBasic_Female                       Psycho Basic Female
  Char_PsychoBasic_NPC_Female                   Psycho Basic NPC Female  (balance Basic)
  Char_PsychoBasic_NPC_Male                     Psycho Basic NPC Male
  Char_PsychoBasic4Arm                          Psycho Basic4Arm
  Char_PsychoBasic4Arm_Female                   Psycho Basic4Arm Female
  Char_Psycho_OrdiniteInfused                   Psycho Ordinite Infused  (balance Psycho_OrdiniteInfused)
  Char_Psycho_ScavLeader_Named                  Psycho Scav Leader Named  (balance ScavLeader)
  Char_PsychoSlugger                            Psycho Slugger
  Char_PsychoSlugger_Female                     Psycho Slugger Female
  Char_PsychoSmall                              Psycho Small
  Char_PsychoSmall_Female                       Psycho Small Female
  Char_PsychoSmall_Male                         Psycho Small Male
  Char_PsychoSuicide                            Psycho Suicide
  Char_PsychoSuicide_Female                     Psycho Suicide Female
  Char_Psycho_SumOfHisParts_Badass              Psycho Sum Of His Parts Badass
  Char_GunToterShotgun_Male                     Pulper  (balance Shotgun)
  Char_CreepQueen                               Queen Creep  (balance Boss_Queen)
  Char_QueenGuard_GunToterAssault_Male_ShatterBoss  Queen Guard Gun Toter Assault Male Shatter Boss
  Char_QueenGuard_GunToterHeavy_Male_ShatterBoss  Queen Guard Gun Toter Heavy Male Shatter Boss
  Char_QueenGuard_GunToterPistol_Male_ShatterBoss  Queen Guard Gun Toter Pistol Male Shatter Boss
  Char_QueenGuard_GunToterShotgun_Male_ShatterBoss  Queen Guard Gun Toter Shotgun Male Shatter Boss
  Char_QueenGuard_GunToterSMG_Male_ShatterBoss  Queen Guard Gun Toter SMG Male Shatter Boss
  Char_QueenGuard_GunToterSniper_Male_ShatterBoss  Queen Guard Gun Toter Sniper Male Shatter Boss
  Char_QueenGuard_PsychoBadass_ShatterBoss      Queen Guard Psycho Badass Shatter Boss
  Char_QueenGuard_PsychoBadass4Arm_ShatterBoss  Queen Guard Psycho Badass4Arm Shatter Boss
  Char_QueenGuard_PsychoBasic_ShatterBoss       Queen Guard Psycho Basic Shatter Boss
  Char_QueenGuard_PsychoBasic4Arm_ShatterBoss   Queen Guard Psycho Basic4Arm Shatter Boss
  Char_QueenGuard_PsychoFirebrand_ShatterBoss   Queen Guard Psycho Firebrand Shatter Boss
  Char_QueenGuard_PsychoSlugger_ShatterBoss     Queen Guard Psycho Slugger Shatter Boss
  Char_QueenGuard_PsychoSuicide_ShatterBoss     Queen Guard Psycho Suicide Shatter Boss
  Char_QueenGuard_GunToterPistol4Arm_Male       Queen's 'Melic Pistol Ripper
  Char_QueenGuard_PsychoBasic4Arm               Queen's 'Melic Psycho
  Char_QueenGuard_GunToterShotgun4Arm_Male      Queen's 'Melic Pulper
  Char_QueenGuard_GunToterSMG4Arm_Male          Queen's 'Melic Ripper
  Char_QueenGuard_GunToterAssault4Arm_Male      Queen's 'Metic Rat-a-tat
  Char_QueenGuard_MeatheadEnrager               Queen's 'Rager Meathead
  Char_QueenGuard_PsychoBadass4Arm              Queen's Badass 'Melic Psycho
  Char_QueenGuard_GunToterHeavy_Male            Queen's Badass Cannoner
  Char_QueenGuard_PsychoBadass                  Queen's Badass Psycho
  Char_QueenGuard_GunToterBadass_Male           Queen's Badass Rat-a-tat
  Char_QueenGuard_SpliceSpider                  Queen's Badass Splice
  Char_QueenGuard_GunToterSniper_Male           Queen's Farshot
  Char_QueenGuard_PsychoFirebrand               Queen's Firebrand
  Char_SpliceSkitter_QueenGuard                 Queen's Guard Skitterbot  (balance SpideLegs)
  Char_QueenGuard_MeatheadLauncher              Queen's Launcher
  Char_QueenGuard_PsychoSlugger                 Queen's Linedriver
  Char_QueenGuard_MeatheadBasic                 Queen's Meathead
  Char_QueenGuard_PhalanxBasic                  Queen's Phalanx
  Char_QueenGuard_GunToterPistol_Male           Queen's Plinker
  Char_QueenGuard_PsychoBasic                   Queen's Psycho
  Char_QueenGuard_GunToterShotgun_Male          Queen's Pulper
  Char_QueenGuard_GunToterAssault_Male          Queen's Rat-a-tat
  Char_QueenGuard_GunToterSMG_Male              Queen's Ripper
  Char_QueenGuard_SpliceSpiderLegs              Queen's Skitterbot
  Char_QueenGuard_SpliceBasic                   Queen's Splice
  Char_QueenGuard_SpliceSuicide                 Queen's Splice Boom-Boom
  Char_QueenGuard_SpliceMelee                   Queen's Splice ChopChop
  Char_QueenGuard_SpliceHelo                    Queen's Splice Helo
  Char_QueenGuard_PsychoSuicide                 Queen's Suicide Psycho
  Char_QueenGuard_PhalanxMelee                  Queen's Zerker
  Char_Psycho_Quent                             Quent  (balance Quent)
  Char_Scav_BomberHelo                          Raid Boomer  (balance BomberHelo)
  Char_Scav_GunnerHelo                          Raid PewPew  (balance GunnerHelo)
  Char_Scav_ShieldHelo                          Raid Shielder  (balance ShieldHelo)
  Char_OrderTurret_OrderRailgun                 Rail Liner  (balance ChaingunTurret)
  Char_ThresherTentacle                         Ranged Thresher Tentacle  (balance Tentacle)
  Char_GunToterAssault_Male                     Rat-a-tat  (balance Assault)
  Char_ThresherCargo                            Ravenous Thresher  (balance Thresher_Cargo)
  Char_DarkSiren_PhaseShard_PhaseClone_Reaper   Reaper
  Char_SpliceHeloTurret                         Recommissioned Splicopter  (balance SpliceTurret)
  Char_BanditTurret_SpiderFlamerAttachment      Recommissioned Splider  (balance FlamethrowerTurret)
  Char_BanditTurret_SpiderGunAttachment         Recommissioned Splider  (balance ChaingunTurret)
  Char_SpliceTurret                             Recommissioned Splider  (balance SpliceTurret)
  Char_PhalanxGardener                          Redthumb  (balance Gardener)
  Char_SpliceLifeCoach_SideMount                Ricky  (balance SpliceLifeCoach)
  Char_MeatheadBouncer                          Ridge  (balance TheBouncer)
  Char_GruntShotgun                             Riot Watchman  (balance Shotgun)
  Char_PhalanxRipped                            Ripped Ripper  (balance Ripped)
  Char_GunToterSmall_Male                       Ripper  (balance Small)
  Char_GunToterSMG_Male                         Ripper  (balance SMG)
  Char_GunToterSMG4Arm_Female                   Ripper
  Char_GunToterSMG4Arm_Male                     Ripper
  Char_Robo_Totem_Angry                         Robo Totem Angry
  Char_Robo_Totem_Buff                          Robo Totem Buff
  Char_Robo_Totem_Debuff                        Robo Totem Debuff
  Char_Robo_Totem_Draining                      Robo Totem Draining
  Char_Robo_Totem_Stationary                    Robo Totem Stationary
  Char_RoboDealer                               Rogue
  Char_Thresher_Whack_Rose                      Rose
  Char_SpliceLifeCoachAssist_SideMount          Rude Splice  (balance SpliceLifeCoachAssist)
  Char_CatMount                                 Saddlepaw  (balance Badass)
  Char_ScavGunToterAssault                      Scav Gun Toter Assault  (balance Assault)
  Char_ScavGunToterAssault_BossAdd              Scav Gun Toter Assault Boss Add  (balance BossAdd)
  Char_ScavGunToter_JetpackBasic                Scav Gun Toter Jetpack Basic  (balance JetpackBasic)
  Char_ScavGunToterLoot                         Scav Gun Toter Loot  (balance Loot)
  Char_ScavGunToterPistol                       Scav Gun Toter Pistol  (balance Pistol)
  Char_ScavGunToterPistol_BossAdd               Scav Gun Toter Pistol Boss Add  (balance BossAdd)
  Char_ScavGunToter_SHARED                      Scav Gun Toter SHARED
  Char_ScavGunToterShotgun                      Scav Gun Toter Shotgun  (balance Shotgun)
  Char_ScavGunToterSmall                        Scav Gun Toter Small  (balance Small)
  Char_ScavGunToterSmall_BossAdd                Scav Gun Toter Small Boss Add  (balance BossAdd)
  Char_ScavGunToterSniper                       Scav Gun Toter Sniper  (balance Sniper)
  Char_ScavGunToter_TheMilker_Named             Scav Gun Toter The Milker Named
  Char_Scav_GunnerAttachment                    Scav Gunner Attachment  (balance GunnerHelo)
  Char_ScavOutlawArmored                        Scav Outlaw Armored  (balance Armored)
  Char_ScavOutlawBadass                         Scav Outlaw Badass  (balance Badass)
  Char_ScavOutlawMelee                          Scav Outlaw Melee  (balance Melee)
  Char_Scav_Plugginator_Upper_BOSS              Scav Plugginator Upper BOSS
  Char_ScavPsychoBasic_BossAdd                  Scav Psycho Basic Boss Add  (balance BossAdd)
  Char_ScavPsychoLoot                           Scav Psycho Loot
  Char_ScavPsycho_Loudmouth_Named               Scav Psycho Loudmouth Named
  Char_ScavPsycho_SHARED                        Scav Psycho SHARED
  Char_ScavPsychoSlugger                        Scav Psycho Slugger
  Char_ScavPsychoSmall_BossAdd                  Scav Psycho Small Boss Add  (balance BossAdd)
  Char_ScavPsychoSuicide                        Scav Psycho Suicide
  Char_ScavSplice_Basic                         Scav Splice Basic
  Char_ScavSplice_Basic_BossAdd                 Scav Splice Basic Boss Add  (balance BossAdd)
  Char_ScavSpliceLoot                           Scav Splice Loot
  Char_ScavSpliceSpiderLegs                     Scav Splice Spider Legs
  Char_ScavSpliceSuicide                        Scav Splice Suicide
  Char_GunToter_PlotShatter2a_BackDoorGuard     Security  (balance PlotShatter2a_BackDoorGuard)
  Char_DroneSeeker                              Seeker Witness  (balance Seeker)
  Char_TKRedGuard_DroneBadass                   Seneschal Badass Attestor
  Char_TKRedGuard_StrikerBadass                 Seneschal Badass Domination Engine
  Char_TKRedGuard_SoldierBadass                 Seneschal Badass Eradication Armature
  Char_TKRedGuard_BruteBadass                   Seneschal Badass Hulkhead
  Char_TKRedGuard_LeaderBadass                  Seneschal Badass Judge
  Char_TKRedGuard_GruntBadass                   Seneschal Badass Watchman
  Char_TKRedGuard_SoldierShotgun                Seneschal Breach Armature
  Char_TKRedGuard_BruteBasic                    Seneschal Bulkhead
  Char_TKRedGuard_LeaderElite                   Seneschal Clarion Warden
  Char_TKRedGuard_DefectSuicide                 Seneschal Defect
  Char_TKRedGuard_DroneConstructor              Seneschal Fabricating Witness
  Char_TKRedGuard_DroneTurret                   Seneschal Glaring Witness
  Char_TKRedGuard_GruntPistol                   Seneschal Grunt Watchman
  Char_TKRedGuard_BruteShield                   Seneschal Hammerhead
  Char_TKRedGuard_StrikerCloak                  Seneschal Infiltration Engine
  Char_TKRedGuard_SoldierPistol                 Seneschal Lightweight Armature
  Char_TKRedGuard_StrikerWard                   Seneschal Oppression Engine
  Char_TKRedGuard_GruntAssault                  Seneschal Overwatchman
  Char_TKRedGuard_BruteMini                     Seneschal Pinhead
  Char_TKRedGuard_StrikerGuard                  Seneschal Protection Engine
  Char_TKRedGuard_GruntShotgun                  Seneschal Riot Watchman
  Char_TKRedGuard_SoldierSniper                 Seneschal Sightline Armature
  Char_TKRedGuard_DroneMine                     Seneschal Spiteful Witness
  Char_TKRedGuard_StrikerBasic                  Seneschal Striker Engine
  Char_TKRedGuard_SoldierSMG                    Seneschal Synth Armature
  Char_TKRedGuard_SoldierAR                     Seneschal Tactical Armature
  Char_TKRedGuard_BruteCannon                   Seneschal Thunderhead
  Char_TKRedGuard_DroneShield                   Seneschal Vigilant Witness
  Char_TKRedGuard_LeaderBasic                   Seneschal Warden
  Char_TKRedGuard_BruteMissile                  Seneschal Warhead
  Char_TKRedGuard_GruntSMG                      Seneschal Watchman
  Char_TKRedGuard_DroneBasic                    Seneschal Witness
  Char_CatElder                                 Senior Mangler  (balance Elder)
  Char_OrderTurret_ProjectorWall                Sentinel Station  (balance ShieldProjector)
  Char_Cat_OrdiniteInfused_MiniBoss_Clone       Shard Mangler  (balance Cat_OrdiniteInfused_MiniBoss_Clone)
  Char_Phalanx_OrdiniteInfused_Clone            Shard Phalanx  (balance Phalanx_Clone)
  Char_Psycho_OrdiniteInfused_Clone             Shard Psycho  (balance Psycho_Clone)
  Char_GunToterMale_OrdiniteInfused_Clone       Shard Rat-a-tat  (balance GunToter_Clone)
  Char_TED_Turret_ShieldBoi                     Shield Boi
  Char_TED_Mission_PEWs_Pistol                  Shooty Boi  (balance Basic)
  Char_TED_Turret                               Shooty Boi  (balance Basic)
  Char_Shuggurath                               Shuggurath
  Char_SoldierSniper                            Sightline Armature  (balance Sniper)
  Char_PhalanxSinger                            Sketch Calhoun  (balance Singer)
  Char_SpliceSkitterBalm                        Skitter Balm
  Char_SpliceSkitterBomb                        Skitter Bomb
  Char_SpliceSpiderLegs                         Skitterbot  (balance SpideLegs)
  Char_ThresherFlying                           Skydrift Thresher  (balance Flying)
  Char_Psycho_OrdiniteInfused_PearlGearGen      Slayowulf  (balance Psycho_OrdiniteInfused_PearlGearGen)
  Char_Psycho_DrunkPsycho                       Sloshed Psycho  (balance DrunkPsycho)
  Char_SniperRaid2                              Sniper Raid2
  Char_Soldier_SHARED                           Soldier (spawn Char_SoldierSMG instead)
  Char_SoldierBlighted                          Soldier Blighted  (balance SoliderBlighted)
  Char_SoldierPistol_BossAdd                    Soldier Pistol Boss Add  (balance BossAdd)
  Char_SoldierPistol_Intro                      Soldier Pistol Intro  (balance Intro)
  Char_SoldierShotgun_BossAdd                   Soldier Shotgun Boss Add  (balance BossAdd)
  Char_SoldierSMG_BossAdd                       Soldier SMG Boss Add  (balance BossAdd)
  Char_SoldierSMG_Intro                         Soldier SMG Intro  (balance Intro)
  Char_Soldier_UberSoldier                      Soldier Uber Soldier  (balance UberSoldier)
  Char_DarkSiren_PhaseShard_PhaseClone_Specter  Specter
  Char_DroneMine                                Spiteful Witness  (balance Mine)
  Char_SpliceBasic                              Splice  (balance Basic)
  Char_SpliceBasic_BossAdd                      Splice Basic Boss Add  (balance BossAdd)
  Char_Splice_HovercartDuo                      Splice Hovercart Duo
  Char_Splice_HovercartTrio                     Splice Hovercart Trio
  Char_SpliceHuntedVisual                       Splice Hunted Visual
  Char_Splice_OrdiniteInfused_MiniBoss_Clone    Splice Ordinite Infused Mini Boss Clone  (balance Splice_OrdiniteInfused_MiniBoss_Clone)
  Char_SpliceSuicideNoDelay                     Splice Suicide No Delay
  Char_SpliceHelo                               Splicopter  (balance Basic)
  Char_SpliceBarrel                             Sploder  (balance SpliceBarrel)
  Char_CreepSuicide_SpawnJump                   Spring Bloom Creep  (balance Basic)
  Char_CreepLeaper                              Spring Creep  (balance Basic)
  Char_CreepLeaper_SpinSpawm                    Spring Creep  (balance Basic)
  Char_Leader_Vault_Shatt_Badass                Stochastix
  Char_Pangolin_OrdiniteInfused_Clone           Stone Demon Shard  (balance Pangolin_Clone)
  Char_Striker_SHARED                           Striker (spawn Char_StrikerBasic instead)
  Char_StrikerBasic_BossAdd                     Striker Basic Boss Add  (balance BossAdd)
  Char_StrikerBasic_Intro                       Striker Basic Intro  (balance Intro)
  Char_StrikerBasic                             Striker Engine  (balance Basic)
  Char_StrikerFire                              Striker Fire  (balance StrikerFire)
  Char_StrikerSentinel                          Striker Sentinel  (balance Sentinel)
  Char_StrikerShield                            Striker Shield  (balance StrikerShield)
  Char_PsychoSuicide_Male                       Suicide Psycho  (balance Suicide)
  Char_CreepSolar                               Sunbeam Creep  (balance Better)
  Char_OrderTurret_ShockSuppressor              Suppression Platform  (balance FlamethrowerTurret)
  Char_GunShipCarrier                           Swarmer  (balance Carrier)
  Char_SoldierSMG                               Synth Armature  (balance SMG)
  Char_SoldierAR                                Tactical Armature  (balance Assault)
  Char_ThresherYoung                            Tadpole Thresher  (balance Young)
  Char_TargetDummy                              Target Dummy  (balance Basic)
  Char_TED_Mission_PEWs_Shotgun                 TED Mission PEWs Shotgun
  Char_TED_Turret_Hover                         TED Turret Hover
  Char_TED_Turret_Quad                          TED Turret Quad
  Char_TED_Turret_UB_HeavyTurret                TED Turret UB Heavy Turret
  Char_TED_Turret_UnderbarrelTurret             TED Turret Underbarrel Turret
  Char_TED_Turret_Wheels                        TED Turret Wheels
  Char_GunToterMale_OrdiniteInfused_PearlGearGen  Ten-Toes  (balance GunToter_OrdiniteInfused_PearlGearGen)
  Char_BatLightHouseBat                         The Beastie  (balance LightHouseBat)
  Char_Striker_Vault_Shatt_Corrupt              The Chisel
  Char_MeatHeadSpiderDisc                       The Decomishinor  (balance Decomishinor)
  Char_Striker_Vault_Grass_Badass               The Lathe
  Char_Soldier_Vault_Mount_Badass               The Lens
  Char_DahlGruntSMG                             The Penitent Steel  (balance SMG)
  Char_Psycho_Scrapvenger                       THE SCRAPVENGER  (balance Scrapvenger)
  Char_Splice_OrdiniteInfused_PearlGearGen      Theylob  (balance Splice_OrdiniteInfused_PearlGearGen)
  Char_CreepThorn                               Thorn Creep  (balance Better)
  Char_CreepThornShield                         Thornshield Creep  (balance Better)
  Char_ThreshOWar_BossRift                      Thresh OWar Boss Rift  (balance ThreshOWar_BossRift)
  Char_ThreshOWar_ChaingunAttachable            Thresh OWar Chaingun Attachable  (balance ThreshOWarChaingun)
  Char_ThreshOWar_ChaingunAttachable_Sides      Thresh OWar Chaingun Attachable Sides  (balance ThreshOWarChaingun)
  Char_ThresherAdult                            Thresher  (balance Adult)
  Char_Thresher_SHARED                          Thresher (spawn Char_ThresherBasic instead)
  Char_ThresherAdult_BossAdd                    Thresher Adult Boss Add  (balance BossAdd)
  Char_Thresher_AlphaFriendly_Named             Thresher Alpha Friendly Named
  Char_Thresher_Icemaw_BossRift                 Thresher Icemaw Boss Rift  (balance Icemaw_BossRift)
  Char_ThresherNightmare                        Thresher Nightmare
  Char_ThresherNightmareBadass                  Thresher Nightmare Badass
  Char_ThresherNightmare_DahlFather             Thresher Nightmare Dahl Father  (balance NightmareThresher)
